area_type,location,Area,bath,balcony,price,bhk,area_per_bhk
Super built-up  Area,Whitefield,1140.0,2.0,2.0,56.0,2,570.0
Super built-up  Area,Lingadheeranahalli,1683.0,3.0,3.0,109.0,3,561.0
Super built-up  Area,Kaggadasapura,1515.0,3.0,3.0,83.3,3,505.0
Super built-up  Area,Hoodi,2118.0,4.0,4.0,111.0,4,529.5
Super built-up  Area,other,1240.0,2.0,2.0,60.0,2,620.0
Super built-up  Area,other,1750.0,3.0,3.0,120.0,3,583.3333333333334
Super built-up  Area,Abbigere,985.0,2.0,2.0,40.39,2,492.5
Plot  Area,other,1500.0,2.0,2.0,87.0,3,500.0
Built-up  Area,other,950.0,2.0,2.0,44.0,2,475.0
Built-up  Area,Electronic City Phase II,1090.0,2.0,2.0,28.34,2,545.0
Super built-up  Area,Kammasandra,810.0,2.0,2.0,24.5,2,405.0
Super built-up  Area,other,1045.0,2.0,2.0,45.0,2,522.5
Super built-up  Area,Hebbal,1337.0,2.0,2.0,82.0,2,668.5
Super built-up  Area,Koramangala,1580.0,3.0,3.0,160.0,3,526.6666666666666
Super built-up  Area,Begur Road,1500.0,2.0,2.0,54.0,3,500.0
Super built-up  Area,Whitefield,1640.0,4.0,4.0,91.0,3,546.6666666666666
Super built-up  Area,other,1570.0,3.0,3.0,62.0,3,523.3333333333334
Super built-up  Area,Gubbalala,1470.0,2.0,2.0,82.0,3,490.0
Built-up  Area,7th Phase JP Nagar,1050.0,2.0,2.0,71.0,2,525.0
Super built-up  Area,Bannerghatta Road,1460.0,2.0,2.0,90.0,3,486.6666666666667
Super built-up  Area,Electronic City,1094.0,2.0,2.0,42.0,2,547.0
Super built-up  Area,Budigere,1153.0,2.0,2.0,57.0,2,576.5
Built-up  Area,other,1325.0,3.0,3.0,57.0,3,441.6666666666667
Built-up  Area,Jakkur,1590.0,2.0,2.0,125.0,3,530.0
Super built-up  Area,other,1202.0,2.0,2.0,48.0,2,601.0
Super built-up  Area,other,1200.0,2.0,2.0,62.5,2,600.0
Super built-up  Area,Panathur,1688.0,3.0,3.0,118.0,3,562.6666666666666
Built-up  Area,other,1020.0,2.0,2.0,52.0,2,510.0
Super built-up  Area,Sarjapur,1185.0,2.0,2.0,47.0,2,592.5
Super built-up  Area,Ramagondanahalli,1235.0,2.0,2.0,52.04,2,617.5
Super built-up  Area,Kengeri Satellite Town,1415.0,2.0,2.0,66.0,3,471.6666666666667
Super built-up  Area,Whitefield,805.0,2.0,2.0,35.0,2,402.5
Super built-up  Area,Whitefield,1155.0,2.0,2.0,59.95,2,577.5
Built-up  Area,other,1100.0,2.0,2.0,48.0,2,550.0
Super built-up  Area,other,1468.0,2.0,2.0,140.0,2,734.0
Super built-up  Area,Hegde Nagar,1341.0,2.0,2.0,97.0,2,670.5
Super built-up  Area,Electronic City Phase II,2225.0,4.0,4.0,98.88,4,556.25
Super built-up  Area,Thanisandra,1185.0,2.0,2.0,43.51,2,592.5
Super built-up  Area,other,1750.0,3.0,3.0,85.0,3,583.3333333333334
Super built-up  Area,Kudlu,1152.0,2.0,2.0,53.5,2,576.0
Super built-up  Area,Hulimavu,1300.0,2.0,2.0,36.0,2,650.0
Super built-up  Area,Uttarahalli,1101.0,2.0,2.0,45.0,2,550.5
Super built-up  Area,Yeshwanthpur,667.0,1.0,1.0,36.85,1,667.0
Super built-up  Area,Electronic City,1070.0,2.0,2.0,55.0,2,535.0
Built-up  Area,Old Airport Road,1875.0,2.0,2.0,110.0,3,625.0
Super built-up  Area,Kundalahalli,735.0,2.0,2.0,57.99,2,367.5
Super built-up  Area,Marathahalli,1215.0,2.0,2.0,67.0,2,607.5
Super built-up  Area,other,820.0,2.0,2.0,30.0,2,410.0
Super built-up  Area,other,1177.5,2.0,2.0,59.935,2,588.75
Super built-up  Area,Battarahalli,1779.0,3.0,3.0,89.61,3,593.0
Built-up  Area,other,1105.0,2.0,2.0,58.0,2,552.5
Super built-up  Area,Whitefield,1650.0,3.0,3.0,60.0,3,550.0
Super built-up  Area,Jalahalli,1694.0,2.0,2.0,150.0,2,847.0
Super built-up  Area,Kammasandra,674.0,2.0,2.0,33.0,2,337.0
Super built-up  Area,Kaggadasapura,1185.0,2.0,2.0,41.0,2,592.5
Super built-up  Area,other,445.0,1.0,1.0,28.0,1,445.0
Super built-up  Area,Gottigere,1618.0,3.0,3.0,82.5,3,539.3333333333334
Super built-up  Area,Koramangala,1120.0,2.0,2.0,65.0,2,560.0
Super built-up  Area,Marathahalli,2181.0,3.0,3.0,152.0,4,545.25
Super built-up  Area,Bannerghatta Road,1556.0,2.0,2.0,59.13,3,518.6666666666666
Super built-up  Area,Bannerghatta Road,1179.0,2.0,2.0,66.02,2,589.5
Super built-up  Area,Thanisandra,1296.0,2.0,2.0,83.0,2,648.0
Built-up  Area,Kaggadasapura,1275.0,2.0,2.0,52.0,2,637.5
Super built-up  Area,Gottigere,1222.0,2.0,2.0,63.0,2,611.0
Super built-up  Area,Electronic City,940.0,2.0,2.0,41.0,2,470.0
Super built-up  Area,Thanisandra,1185.0,2.0,2.0,42.6,2,592.5
Super built-up  Area,Tumkur Road,1779.0,3.0,3.0,112.0,3,593.0
Super built-up  Area,Begur Road,1615.0,3.0,3.0,59.76,3,538.3333333333334
Super built-up  Area,Haralur Road,1056.0,2.0,2.0,61.0,2,528.0
Built-up  Area,other,920.0,2.0,2.0,40.0,2,460.0
Super built-up  Area,other,1602.0,2.0,2.0,75.0,3,534.0
Built-up  Area,Kasavanhalli,1717.0,3.0,3.0,99.0,3,572.3333333333334
Super built-up  Area,Bhoganhalli,2119.0,4.0,4.0,111.0,4,529.75
Super built-up  Area,Vittasandra,1246.0,2.0,2.0,67.3,2,623.0
Super built-up  Area,Anandapura,1141.0,2.0,2.0,42.79,2,570.5
Super built-up  Area,Chandapura,1025.0,2.0,2.0,27.68,2,512.5
Built-up  Area,Yelahanka New Town,650.0,1.0,1.0,33.0,1,650.0
Super built-up  Area,Hebbal,1349.0,2.0,2.0,98.0,2,674.5
Super built-up  Area,other,1566.0,3.0,3.0,83.3,3,522.0
Super built-up  Area,Varthur,1091.0,2.0,2.0,34.9,2,545.5
Super built-up  Area,Yeshwanthpur,1950.0,4.0,4.0,130.0,4,487.5
Super built-up  Area,Yelahanka,1705.0,3.0,3.0,95.0,3,568.3333333333334
Built-up  Area,Kalyan nagar,1375.0,3.0,3.0,75.0,3,458.3333333333333
Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,30.0,1,525.0
Super built-up  Area,Thanisandra,1114.0,2.0,2.0,39.0,2,557.0
Super built-up  Area,7th Phase JP Nagar,1450.0,2.0,2.0,100.0,3,483.3333333333333
Built-up  Area,Hebbal,1000.0,2.0,2.0,45.0,2,500.0
Super built-up  Area,Electronic City,1128.0,2.0,2.0,68.75,2,564.0
Super built-up  Area,Kanakpura Road,1180.0,2.0,2.0,57.0,2,590.0
Super built-up  Area,Kanakpura Road,1339.0,2.0,2.0,75.0,2,669.5
Super built-up  Area,7th Phase JP Nagar,1040.0,2.0,2.0,39.52,2,520.0
Super built-up  Area,Sarjapur  Road,1691.0,3.0,3.0,113.0,3,563.6666666666666
Super built-up  Area,Bisuvanahalli,1075.0,3.0,3.0,36.0,3,358.3333333333333
Super built-up  Area,Bannerghatta Road,1122.5,2.0,2.0,58.935,2,561.25
Super built-up  Area,other,1665.0,3.0,3.0,86.58,3,555.0
Built-up  Area,Brookefield,1142.0,2.0,2.0,70.0,2,571.0
Super built-up  Area,Electronics City Phase 1,1175.0,2.0,2.0,51.47,2,587.5
Built-up  Area,Subramanyapura,1200.0,2.0,2.0,52.0,2,600.0
Built-up  Area,Kodichikkanahalli,995.0,2.0,2.0,41.0,2,497.5
Super built-up  Area,Magadi Road,884.0,2.0,2.0,41.1,2,442.0
Built-up  Area,Yeshwanthpur,1170.0,2.0,2.0,57.0,2,585.0
Super built-up  Area,KR Puram,1225.0,2.0,2.0,46.55,2,612.5
Super built-up  Area,Electronic City,1342.0,2.0,2.0,73.3,2,671.0
Built-up  Area,other,1320.0,3.0,3.0,65.0,3,440.0
Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2.0,2.0,49.39,2,570.0
Super built-up  Area,Battarahalli,1300.0,2.0,2.0,50.0,2,650.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,4.0,142.0,3,690.6666666666666
Super built-up  Area,Electronic City,1360.0,2.0,2.0,71.0,3,453.3333333333333
Super built-up  Area,Hosur Road,1145.0,2.0,2.0,60.0,3,381.6666666666667
Built-up  Area,Uttarahalli,1540.0,2.0,2.0,40.0,3,513.3333333333334
Super built-up  Area,Sarjapur  Road,1278.0,2.0,2.0,95.0,2,639.0
Super built-up  Area,Electronic City Phase II,630.0,1.0,1.0,40.0,1,630.0
Super built-up  Area,Kanakpura Road,1100.0,3.0,3.0,58.0,3,366.6666666666667
Plot  Area,other,1200.0,3.0,3.0,95.0,3,400.0
Super built-up  Area,Chandapura,582.5,1.0,1.0,15.135,1,582.5
Super built-up  Area,other,1180.0,2.0,2.0,69.0,2,590.0
Super built-up  Area,7th Phase JP Nagar,1070.0,2.0,2.0,42.79,2,535.0
Super built-up  Area,Varthur,1385.0,2.0,2.0,80.0,2,692.5
Super built-up  Area,Magadi Road,1005.0,2.0,2.0,55.78,2,502.5
Super built-up  Area,Green Glen Layout,1575.0,3.0,3.0,125.0,3,525.0
Super built-up  Area,Subramanyapura,975.0,2.0,2.0,65.0,2,487.5
Super built-up  Area,Hennur Road,1904.0,3.0,3.0,120.0,3,634.6666666666666
Super built-up  Area,Harlur,1174.0,2.0,2.0,69.0,2,587.0
Super built-up  Area,Whitefield,2225.0,2.0,2.0,125.0,3,741.6666666666666
Super built-up  Area,Jigani,918.0,2.0,2.0,52.0,2,459.0
Super built-up  Area,Sarjapur  Road,1800.0,3.0,3.0,110.0,3,600.0
Built-up  Area,Marathahalli,1170.0,2.0,2.0,53.0,2,585.0
Super built-up  Area,Jakkur,1710.0,3.0,3.0,107.0,3,570.0
Super built-up  Area,Kambipura,1082.0,2.0,2.0,57.5,3,360.6666666666667
Super built-up  Area,other,1554.0,3.0,3.0,55.0,3,518.0
Super built-up  Area,Thanisandra,1142.5,2.0,2.0,43.415,2,571.25
Super built-up  Area,Hosa Road,1045.0,2.0,2.0,98.89,2,522.5
Super built-up  Area,Ambedkar Nagar,1935.0,4.0,4.0,130.0,3,645.0
Super built-up  Area,Lakshminarayana Pura,1680.0,3.0,3.0,150.0,3,560.0
Built-up  Area,Kasavanhalli,1799.0,3.0,3.0,90.0,3,599.6666666666666
Built-up  Area,Kundalahalli,1047.0,2.0,2.0,82.0,2,523.5
Super built-up  Area,other,1282.0,2.0,2.0,87.0,2,641.0
Super built-up  Area,Whitefield,1495.0,2.0,2.0,79.5,2,747.5
Super built-up  Area,Sahakara Nagar,1500.0,2.0,2.0,95.0,3,500.0
Super built-up  Area,Uttarahalli,1540.0,3.0,3.0,50.0,3,513.3333333333334
Super built-up  Area,Hosa Road,1639.0,3.0,3.0,80.0,3,546.3333333333334
Super built-up  Area,Raja Rajeshwari Nagar,1303.0,2.0,2.0,55.79,2,651.5
Super built-up  Area,Koramangala,1005.0,1.0,1.0,110.0,2,502.5
Super built-up  Area,Kammasandra,657.5,1.0,1.0,18.41,1,657.5
Super built-up  Area,Chandapura,1305.0,3.0,3.0,33.28,3,435.0
Super built-up  Area,Brookefield,1440.0,2.0,2.0,68.0,3,480.0
Super built-up  Area,Varthur,1535.0,3.0,3.0,65.99,3,511.6666666666667
Super built-up  Area,other,1350.0,2.0,2.0,80.0,2,675.0
Built-up  Area,other,650.0,2.0,2.0,42.0,2,325.0
Built-up  Area,Electronics City Phase 1,950.0,2.0,2.0,31.0,2,475.0
Super built-up  Area,7th Phase JP Nagar,1190.0,2.0,2.0,49.98,2,595.0
Super built-up  Area,Hennur Road,1891.0,3.0,3.0,109.0,3,630.3333333333334
Super built-up  Area,Hosa Road,1161.0,2.0,2.0,55.15,2,580.5
Super built-up  Area,Sarjapur,649.5,1.0,1.0,17.535,1,649.5
Super built-up  Area,Yeshwanthpur,665.0,1.0,1.0,36.85,1,665.0
Built-up  Area,Hoodi,1425.0,2.0,2.0,80.0,2,712.5
Built-up  Area,Somasundara Palya,1255.0,2.0,2.0,67.0,2,627.5
Super built-up  Area,Hegde Nagar,2112.95,4.0,4.0,145.0,3,704.3166666666666
Super built-up  Area,Haralur Road,1810.0,3.0,3.0,100.0,3,603.3333333333334
Built-up  Area,Electronic City Phase II,1400.0,2.0,2.0,40.43,3,466.6666666666667
Super built-up  Area,other,1485.0,2.0,2.0,67.0,3,495.0
Super built-up  Area,other,1025.0,2.0,2.0,44.5,2,512.5
Super built-up  Area,Kanakpura Road,1100.0,3.0,3.0,53.0,3,366.6666666666667
Super built-up  Area,other,1141.0,2.0,2.0,62.0,2,570.5
Super built-up  Area,Kanakpura Road,1843.0,3.0,3.0,95.84,3,614.3333333333334
Super built-up  Area,Rachenahalli,1530.0,2.0,2.0,74.5,3,510.0
Super built-up  Area,Vittasandra,1246.0,2.0,2.0,64.5,2,623.0
Super built-up  Area,Kanakapura,711.0,1.0,1.0,38.0,1,711.0
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2,597.0
Super built-up  Area,other,1358.0,2.0,2.0,43.4,3,452.6666666666667
Super built-up  Area,Hoodi,1420.0,2.0,2.0,75.0,2,710.0
Super built-up  Area,other,1209.0,2.0,2.0,50.0,2,604.5
Super built-up  Area,Panathur,1315.0,2.0,2.0,54.8,3,438.3333333333333
Super built-up  Area,other,1600.0,2.0,2.0,65.0,3,533.3333333333334
Super built-up  Area,other,1563.0,3.0,3.0,52.0,3,521.0
Super built-up  Area,Whitefield,1560.0,2.0,2.0,72.0,3,520.0
Super built-up  Area,Brookefield,2169.0,4.0,4.0,115.0,3,723.0
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2,570.0
Super built-up  Area,JP Nagar,1100.0,2.0,2.0,70.0,2,550.0
Super built-up  Area,Hebbal,1036.0,2.0,2.0,50.0,2,518.0
Built-up  Area,Akshaya Nagar,1662.0,3.0,3.0,85.1,3,554.0
Super built-up  Area,other,1464.0,2.0,2.0,105.0,3,488.0
Super built-up  Area,Yelahanka,1234.0,2.0,2.0,80.0,2,617.0
Super built-up  Area,Sarjapur  Road,1403.0,3.0,3.0,55.0,3,467.6666666666667
Built-up  Area,other,1405.0,2.0,2.0,70.0,2,702.5
Super built-up  Area,Yeshwanthpur,1161.0,2.0,2.0,64.08,2,580.5
Super built-up  Area,Kanakpura Road,1290.0,2.0,2.0,74.0,2,645.0
Built-up  Area,other,1480.0,3.0,3.0,90.0,3,493.3333333333333
Super built-up  Area,Old Madras Road,1350.0,3.0,3.0,54.54,3,450.0
Super built-up  Area,Kadugodi,1580.0,2.0,2.0,65.0,3,526.6666666666666
Super built-up  Area,Sarjapur  Road,1346.0,2.0,2.0,61.92,2,673.0
Super built-up  Area,other,1200.0,2.0,2.0,35.0,2,600.0
Built-up  Area,Channasandra,1340.0,2.0,2.0,48.33,3,446.6666666666667
Super built-up  Area,Jigani,918.0,2.0,2.0,48.0,2,459.0
Plot  Area,other,1500.0,3.0,3.0,115.0,3,500.0
Super built-up  Area,Yelahanka,1315.0,2.0,2.0,85.0,2,657.5
Super built-up  Area,Uttarahalli,1330.0,2.0,2.0,56.0,3,443.3333333333333
Super built-up  Area,other,1824.0,3.0,3.0,125.0,3,608.0
Super built-up  Area,7th Phase JP Nagar,1420.0,2.0,2.0,96.0,3,473.3333333333333
Super built-up  Area,other,1260.0,2.0,2.0,60.0,3,420.0
Super built-up  Area,Hennur Road,1561.0,3.0,3.0,95.0,3,520.3333333333334
Super built-up  Area,Haralur Road,1225.0,2.0,2.0,67.38,2,612.5
Super built-up  Area,Thanisandra,2144.0,3.0,3.0,135.0,3,714.6666666666666
Super built-up  Area,Electronic City,880.0,2.0,2.0,29.0,2,440.0
Super built-up  Area,Hoodi,1639.0,3.0,3.0,110.0,3,546.3333333333334
Built-up  Area,Thanisandra,1240.0,2.0,2.0,62.0,3,413.3333333333333
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2,621.5
Super built-up  Area,Marathahalli,1575.0,3.0,3.0,78.0,3,525.0
Super built-up  Area,Kambipura,1082.0,2.0,2.0,56.0,3,360.6666666666667
Super built-up  Area,Kanakpura Road,1665.0,3.0,3.0,86.58,3,555.0
Super built-up  Area,Electronic City,1265.0,2.0,2.0,56.93,2,632.5
Super built-up  Area,Electronic City,1691.0,2.0,2.0,102.0,3,563.6666666666666
Super built-up  Area,Thanisandra,1100.0,2.0,2.0,38.0,2,550.0
Super built-up  Area,Choodasandra,1115.0,2.0,2.0,50.0,2,557.5
Super built-up  Area,Mysore Road,1070.0,2.0,2.0,45.0,2,535.0
Super built-up  Area,Indira Nagar,1128.0,2.0,2.0,105.0,2,564.0
Super built-up  Area,Budigere,1162.0,2.0,2.0,57.0,2,581.0
Super built-up  Area,other,1339.0,2.0,2.0,55.0,2,669.5
Super built-up  Area,Mahadevpura,1192.0,2.0,2.0,75.0,2,596.0
Super built-up  Area,Haralur Road,1920.0,3.0,3.0,115.0,3,640.0
Super built-up  Area,Hennur,1255.0,2.0,2.0,52.32,2,627.5
Super built-up  Area,Rajaji Nagar,1357.0,2.0,2.0,115.0,2,678.5
Super built-up  Area,other,1225.0,2.0,2.0,55.11,2,612.5
Super built-up  Area,Thanisandra,1093.0,2.0,2.0,70.0,2,546.5
Built-up  Area,other,1865.0,3.0,3.0,145.0,3,621.6666666666666
Super built-up  Area,other,1039.0,2.0,2.0,80.0,2,519.5
Super built-up  Area,Whitefield,1985.0,3.0,3.0,75.0,3,661.6666666666666
Super built-up  Area,Hosakerehalli,1590.0,3.0,3.0,49.0,3,530.0
Super built-up  Area,Electronic City Phase II,775.0,2.0,2.0,38.0,2,387.5
Super built-up  Area,other,1000.0,2.0,2.0,50.0,2,500.0
Super built-up  Area,Hebbal Kempapura,1800.0,3.0,3.0,175.0,3,600.0
Super built-up  Area,Bommasandra,1035.0,2.0,2.0,41.0,2,517.5
Super built-up  Area,Dasarahalli,1520.0,2.0,2.0,75.0,3,506.6666666666667
Super built-up  Area,Whitefield,1360.0,2.0,2.0,95.0,2,680.0
Super built-up  Area,other,1117.0,2.0,2.0,56.0,2,558.5
Plot  Area,KR Puram,1200.0,4.0,4.0,120.0,4,300.0
Super built-up  Area,EPIP Zone,1330.0,2.0,2.0,92.5,2,665.0
Super built-up  Area,Marathahalli,1937.0,3.0,3.0,160.0,3,645.6666666666666
Super built-up  Area,Electronic City,1128.0,2.0,2.0,65.49,2,564.0
Super built-up  Area,Neeladri Nagar,1053.0,2.0,2.0,45.0,2,526.5
Super built-up  Area,Panathur,1198.0,2.0,2.0,77.0,2,599.0
Super built-up  Area,Marathahalli,1152.0,2.0,2.0,56.0,2,576.0
Super built-up  Area,Frazer Town,1625.0,2.0,2.0,75.0,2,812.5
Super built-up  Area,Kundalahalli,1397.0,3.0,3.0,105.0,3,465.6666666666667
Super built-up  Area,Yeshwanthpur,1523.0,3.0,3.0,170.0,3,507.6666666666667
Super built-up  Area,Kaggalipura,700.0,1.0,1.0,38.0,1,700.0
Super built-up  Area,Yelahanka,1170.0,2.0,2.0,62.5,2,585.0
Super built-up  Area,Kanakpura Road,1200.0,2.0,2.0,42.0,3,400.0
Super built-up  Area,Akshaya Nagar,1897.0,3.0,3.0,120.0,3,632.3333333333334
Super built-up  Area,Haralur Road,1875.0,3.0,3.0,110.0,3,625.0
Super built-up  Area,Ambalipura,1390.0,2.0,2.0,175.0,3,463.3333333333333
Super built-up  Area,Yelahanka,1450.0,3.0,3.0,65.255,3,483.3333333333333
Super built-up  Area,Yelahanka,697.0,1.0,1.0,45.0,1,697.0
Built-up  Area,Sarjapur  Road,710.0,1.0,1.0,27.0,1,710.0
Carpet  Area,other,910.0,2.0,2.0,30.5,2,455.0
Built-up  Area,other,1025.0,2.0,2.0,48.0,3,341.6666666666667
Super built-up  Area,Magadi Road,1000.0,2.0,2.0,46.5,2,500.0
Super built-up  Area,Thanisandra,971.5,2.0,2.0,36.435,2,485.75
Built-up  Area,Varthur,1024.0,2.0,2.0,42.0,2,512.0
Built-up  Area,Electronic City,1620.0,3.0,3.0,62.0,3,540.0
Super built-up  Area,Whitefield,1254.0,2.0,2.0,40.0,2,627.0
Built-up  Area,Banashankari,1300.0,2.0,2.0,75.0,3,433.3333333333333
Super built-up  Area,Hosur Road,1510.0,2.0,2.0,105.0,3,503.3333333333333
Super built-up  Area,Kaggalipura,950.0,2.0,2.0,65.0,2,475.0
Super built-up  Area,Battarahalli,1945.0,3.0,3.0,97.42,3,648.3333333333334
Super built-up  Area,Uttarahalli,1008.0,2.0,2.0,45.0,2,504.0
Super built-up  Area,Thanisandra,1265.0,2.0,2.0,79.0,3,421.6666666666667
Super built-up  Area,Hebbal,1255.0,2.0,2.0,77.68,3,418.3333333333333
Super built-up  Area,Sarjapur  Road,1403.0,3.0,3.0,51.63,3,467.6666666666667
Super built-up  Area,Kudlu Gate,1535.0,3.0,3.0,85.0,3,511.6666666666667
Super built-up  Area,other,1475.0,2.0,2.0,120.0,3,491.6666666666667
Super built-up  Area,other,1133.0,2.0,2.0,55.0,2,566.5
Super built-up  Area,Whitefield,1697.0,3.0,3.0,94.79,3,565.6666666666666
Super built-up  Area,Hennur Road,1192.0,2.0,2.0,60.0,3,397.3333333333333
Super built-up  Area,Kasavanhalli,1349.0,2.0,2.0,78.0,2,674.5
Super built-up  Area,7th Phase JP Nagar,1680.0,3.0,3.0,120.0,3,560.0
Built-up  Area,Kalyan nagar,820.0,2.0,2.0,39.0,2,410.0
Super built-up  Area,other,856.0,2.0,2.0,40.0,2,428.0
Super built-up  Area,Rajaji Nagar,1621.0,4.0,4.0,130.0,3,540.3333333333334
Super built-up  Area,Bannerghatta Road,1484.0,3.0,3.0,52.5,3,494.6666666666667
Super built-up  Area,Yelahanka New Town,500.0,1.0,1.0,20.0,1,500.0
Built-up  Area,Electronic City,550.0,1.0,1.0,16.0,2,275.0
Built-up  Area,other,1384.0,3.0,3.0,62.28,3,461.3333333333333
Built-up  Area,Uttarahalli,1150.0,2.0,2.0,49.0,2,575.0
Built-up  Area,Kaggadasapura,2150.0,4.0,4.0,100.0,4,537.5
Built-up  Area,other,1508.0,3.0,3.0,70.25,3,502.6666666666667
Built-up  Area,Ramamurthy Nagar,1040.0,2.0,2.0,50.0,2,520.0
Plot  Area,other,1240.0,2.0,2.0,60.0,2,620.0
Super built-up  Area,Kudlu Gate,1535.0,3.0,3.0,78.0,3,511.6666666666667
Built-up  Area,Lakshminarayana Pura,1180.0,2.0,2.0,75.0,2,590.0
Super built-up  Area,Bannerghatta Road,1400.0,2.0,2.0,78.0,2,700.0
Super built-up  Area,Sarjapur  Road,1984.0,4.0,4.0,146.0,3,661.3333333333334
Super built-up  Area,other,1960.0,3.0,3.0,160.0,3,653.3333333333334
Super built-up  Area,Sarjapur  Road,1035.0,2.0,2.0,45.0,2,517.5
Built-up  Area,Whitefield,1700.0,3.0,3.0,115.0,3,566.6666666666666
Super built-up  Area,Tumkur Road,1586.0,3.0,3.0,100.0,3,528.6666666666666
Super built-up  Area,Yelahanka,1120.0,2.0,2.0,55.0,2,560.0
Super built-up  Area,Yelahanka,1662.0,2.6926096474673513,2.6926096474673513,67.98,3,554.0
Super built-up  Area,Sarjapur  Road,1128.0,2.0,2.0,59.0,2,564.0
Super built-up  Area,Jigani,924.0,2.0,2.0,65.0,2,462.0
Super built-up  Area,other,1600.0,3.0,3.0,52.0,3,533.3333333333334
Super built-up  Area,other,1200.0,2.0,2.0,55.0,2,600.0
Built-up  Area,Kannamangala,957.0,2.0,2.0,56.0,2,478.5
Super built-up  Area,Whitefield,1140.0,2.0,2.0,41.0,2,570.0
Super built-up  Area,other,1050.0,2.0,2.0,67.0,2,525.0
Super built-up  Area,Whitefield,1190.0,2.0,2.0,57.0,2,595.0
Built-up  Area,Kanakpura Road,1558.67,2.0,2.0,65.0,3,519.5566666666667
Super built-up  Area,Whitefield,1403.0,2.0,2.0,60.81,3,467.6666666666667
Super built-up  Area,Kanakpura Road,1542.0,2.0,2.0,85.0,3,514.0
Super built-up  Area,other,1596.0,3.0,3.0,105.0,3,532.0
Super built-up  Area,Channasandra,1009.0,2.0,2.0,38.34,2,504.5
Super built-up  Area,Hosa Road,1726.0,3.0,3.0,81.99,3,575.3333333333334
Super built-up  Area,Kudlu Gate,1535.0,3.0,3.0,86.0,3,511.6666666666667
Super built-up  Area,Binny Pete,665.0,1.0,1.0,50.75,1,665.0
Built-up  Area,other,925.0,2.0,2.0,48.0,2,462.5
Super built-up  Area,other,1395.0,2.0,2.0,63.59,2,697.5
Super built-up  Area,Sonnenahalli,1415.0,2.0,2.0,55.0,3,471.6666666666667
Super built-up  Area,Begur,1419.0,2.0,2.0,59.0,3,473.0
Super built-up  Area,Kasavanhalli,1121.0,2.0,2.0,78.0,2,560.5
Super built-up  Area,KR Puram,1100.0,2.0,2.0,47.0,2,550.0
Super built-up  Area,Hoodi,1606.0,3.0,3.0,89.55,3,535.3333333333334
Super built-up  Area,Old Airport Road,1206.0,2.0,2.0,75.0,2,603.0
Built-up  Area,Sarjapur  Road,1495.0,2.0,2.0,64.0,3,498.3333333333333
Super built-up  Area,Electronic City,710.0,2.0,2.0,16.0,2,355.0
Super built-up  Area,Nagarbhavi,1523.0,2.0,2.0,53.4,3,507.6666666666667
Super built-up  Area,Whitefield,1232.0,2.0,2.0,45.0,2,616.0
Super built-up  Area,Rachenahalli,680.0,1.0,1.0,44.0,1,680.0
Super built-up  Area,Hebbal,1355.0,3.0,3.0,83.87,3,451.6666666666667
Super built-up  Area,Thanisandra,1430.0,2.0,2.0,51.46,3,476.6666666666667
Super built-up  Area,Electronic City,1070.0,2.0,2.0,56.1,2,535.0
Super built-up  Area,Marathahalli,1610.0,3.0,3.0,90.0,3,536.6666666666666
Super built-up  Area,Haralur Road,1140.0,2.0,2.0,43.0,2,570.0
Super built-up  Area,Raja Rajeshwari Nagar,1143.0,2.0,2.0,38.65,2,571.5
Super built-up  Area,Rachenahalli,1530.0,2.0,2.0,74.4,3,510.0
Super built-up  Area,7th Phase JP Nagar,980.0,2.0,2.0,69.0,2,490.0
Super built-up  Area,Whitefield,1485.0,3.0,3.0,65.0,3,495.0
Plot  Area,Whitefield,1500.0,3.0,3.0,130.0,3,500.0
Super built-up  Area,Thanisandra,1265.0,2.0,2.0,85.0,2,632.5
Super built-up  Area,other,1262.0,2.0,2.0,63.0,2,631.0
Super built-up  Area,JP Nagar,940.0,2.0,2.0,49.0,2,470.0
Super built-up  Area,Jigani,1300.0,3.0,3.0,150.0,3,433.3333333333333
Built-up  Area,Electronic City,890.0,2.0,2.0,45.0,2,445.0
Super built-up  Area,Hennur Road,2060.0,3.0,3.0,149.0,3,686.6666666666666
Super built-up  Area,Bommanahalli,1730.0,3.0,3.0,96.0,3,576.6666666666666
Built-up  Area,Yelahanka,2195.0,4.0,4.0,127.0,3,731.6666666666666
Super built-up  Area,Panathur,1085.0,2.0,2.0,36.0,2,542.5
Super built-up  Area,Hoodi,1639.0,3.0,3.0,98.32,3,546.3333333333334
Super built-up  Area,Vijayanagar,1739.0,3.0,3.0,116.0,3,579.6666666666666
Super built-up  Area,Old Madras Road,935.0,2.0,2.0,32.72,2,467.5
Super built-up  Area,other,1178.0,2.0,2.0,47.0,2,589.0
Built-up  Area,other,1375.0,2.0,2.0,50.0,3,458.3333333333333
Super built-up  Area,Chandapura,1065.0,2.0,2.0,33.0,3,355.0
Super built-up  Area,Koramangala,1835.0,2.0,2.0,155.0,3,611.6666666666666
